"date","permit_number","permit_type","status","address","short_notes",
"08/02/2023","RES23-0418","Residential","Closed","5022 HAGEMANN ST, KANSAS CITY KS 66106",,
"08/02/2023","NSF23-0070","New Single Family","Incoplete Application","3616 N 47TH ST, KANSAS CITY KS 66104",,
"08/02/2023","RES23-0417","Residential","Inspections Completed","3935 BARNES DR, KANSAS CITY KS 66109",,
"08/02/2023","ELE23-0737","Electrical Permit","Expired","6016 LEAVENWORTH RD, KANSAS CITY KS 66104",,
"08/02/2023","RES23-0416","Residential","Closed","3217 N 38TH ST, KANSAS CITY KS 66104",,
"08/02/2023","OCC23-0080","Business Occupancy","Expired","1121 N 5TH ST, SUITE 111, KANSAS CITY KS 66101",,
"08/02/2023","PLM23-0622","Plumbing Permit","Expired","3809 LLOYD ST, KANSAS CITY KS 66103",,
"08/02/2023","ELE23-0736","Electrical Permit","Expired","2629 S 31ST ST, KANSAS CITY KS 66106",,
"08/02/2023","COM23-0090","Commercial","Inspections Completed","3938 RAINBOW BLVD, KANSAS CITY KS 66103",,
"08/02/2023","ELE23-0735","Electrical Permit","Expired","3714 DODSON AVE, KANSAS CITY KS 66106",,
"08/02/2023","ELE23-0734","Electrical Permit","Expired","3013 CONNOR AVE, KANSAS CITY KS 66106",,
"08/02/2023","ELE23-0733","Electrical Permit","Expired","11645 AMERICAN ROYAL WAY, KANSAS CITY KS 66109",,
"08/02/2023","SRE23-0169","Safe to Restore Electric","Expired","301 N 7TH TRFY, KANSAS CITY KS 66101",,
"08/02/2023","SRE23-0168","Safe to Restore Electric","Expired","1975 N 5TH ST, KANSAS CITY KS 66101",,
"08/01/2023","OCC23-0079","Business Occupancy","Expired","261 ORCHARD ST, KANSAS CITY KS 66101",,
"08/01/2023","PLM23-0621","Plumbing Permit","Expired","1419 S 42ND ST, KANSAS CITY KS 66106",,
"08/01/2023","MEC23-0349","Mechanical Permit","Inspections Completed","2201 ARGENTINE ST, KANSAS CITY KS 66106",,
"08/01/2023","RES23-0415","Residential","Issued","4925 NEBRASKA AVE, KANSAS CITY KS 66102",,
"08/01/2023","ELE23-0732","Electrical Permit","Expired","940 N 61ST TER, KANSAS CITY KS 66102",,
"08/01/2023","RES23-0414","Residential","Expired","2736 N 33RD ST, KANSAS CITY KS 66104",,
"08/01/2023","GRD23-0053","Grading-Excavation","Issued","2020 N 74TH ST, KANSAS CITY KS 66109",,
"08/01/2023","PLM23-0620","Plumbing Permit","Expired","3028 N 56TH ST, KANSAS CITY KS 66104",,
"08/01/2023","PLM23-0619","Plumbing Permit","Issued","205 N 16TH ST, KANSAS CITY KS 66102",,
"08/01/2023","GRD23-0052","Grading-Excavation","Issued","10770 PARALLEL PKWY, KANSAS CITY KS 66109","LDP FOR DRC23-0020 - CHIC FIL A REMODEL",
"08/01/2023","RES23-0413","Residential","Issued","3043 EVERETT AVE, KANSAS CITY KS 66102",,
"08/01/2023","RES23-0412","Residential","Expired","5041 WAVERLY AVE, KANSAS CITY KS 66104",,
"08/01/2023","GRD23-0051","Grading-Excavation","Issued","4907 LATHROP AVE, KANSAS CITY KS 66104",,
"08/01/2023","NSF23-0069","New Single Family","Inspections Completed","4907 LATHROP AVE, KANSAS CITY KS 66104",,
"08/01/2023","ROOF23-0029","Re-Roof","Expired","2237 TROUP AVE, KANSAS CITY KS 66104",,
"08/01/2023","ELE23-0731","Electrical Permit","Expired","2112 LOMBARDY DR, KANSAS CITY KS 66102",,
"08/01/2023","ELE23-0730","Electrical Permit","Issued","2600 GRANDVIEW BLVD, KANSAS CITY KS 66102",,
"08/01/2023","ELE23-0729","Electrical Permit","Expired","1909 N 6TH ST, KANSAS CITY KS 66101",,
"08/01/2023","UDEMO23-0016","UG Demolition","Expired","2255 RUSSELL AVE, KANSAS CITY KS 66104",,
"08/01/2023","GRD23-0050","Grading-Excavation","Issued","12821 HUBBARD RD, KANSAS CITY KS 66109",,
"08/01/2023","SRE23-0167","Safe to Restore Electric","Expired","624 LOWELL AVE, KANSAS CITY KS 66101",,
"07/31/2023","PLM23-0618","Plumbing Permit","Expired","16 KANSAS AVE, KANSAS CITY KS 66105",,
"07/31/2023","ELE23-0728","Electrical Permit","Expired","6863 STATE AVE, KANSAS CITY KS 66102",,
"07/31/2023","RES23-0411","Residential","Inspections Completed","3081 N 21ST ST, KANSAS CITY KS 66104",,
"07/31/2023","ELE23-0727","Electrical Permit","Issued","1040 SUNTREE PL, KANSAS CITY KS 66103",,
"07/31/2023","OCC23-0078","Business Occupancy","Expired","209 N 18TH ST, KANSAS CITY KS 66102",,
"07/31/2023","ELE23-0726","Electrical Permit","Expired","4900 ARMSTRONG AVE, KANSAS CITY KS 66102",,
"07/31/2023","PLM23-0617","Plumbing Permit","Expired","3115 N 58TH ST, KANSAS CITY KS 66104",,
"07/31/2023","RES23-0410","Residential","Expired","3118 KIMBALL AVE, KANSAS CITY KS 66104",,
"07/31/2023","GRD23-0049","Grading-Excavation","Elec Approved","923 N 90TH ST, KANSAS CITY KS 66112",,
"07/31/2023","GRD23-0048","Grading-Excavation","Elec Revise and Resubmit","2242 S MILL ST, KANSAS CITY KS 66103",,
"07/31/2023","RES23-0409","Residential","Expired","1210 ARGENTINE BLVD, KANSAS CITY KS 66105",,
"07/31/2023","ELE23-0725","Electrical Permit","Expired","4014 METROPOLITAN AVE, KANSAS CITY KS 66106",,
"07/31/2023","PLM23-0616","Plumbing Permit","Expired","2324 S EARLY ST, KANSAS CITY KS 66103",,
"07/31/2023","ELE23-0724","Electrical Permit","Inspections Completed","1800 MERRIAM LN, KANSAS CITY KS 66106",,
"07/31/2023","ELE23-0723","Electrical Permit","Inspections Completed","1630 N 44TH ST, KANSAS CITY KS 66102",,
"07/31/2023","SRE23-0166","Safe to Restore Electric","Expired","3562 N 47TH ST, KANSAS CITY KS 66104",,
"07/31/2023","SRE23-0165","Safe to Restore Electric","Expired","3043 EVERETT AVE, KANSAS CITY KS 66102",,
"07/31/2023","SRE23-0164","Safe to Restore Electric","Expired","1833 TENNYSON ST, KANSAS CITY KS 66104",,
"07/31/2023","SRE23-0163","Safe to Restore Electric","Expired","6220 KANSAS AVE, KANSAS CITY KS 66111",,
"07/31/2023","SRE23-0162","Safe to Restore Electric","Open","2304 N 9TH ST, KANSAS CITY KS 66101",,
"07/28/2023","PLM23-0615","Plumbing Permit","Void","1847 S 14TH ST, KANSAS CITY KS 66103",,
"07/28/2023","BSR23-0139","Stop Work Order","Closed","923 S 8TH ST, KANSAS CITY KS 66105",,
"07/28/2023","ELE23-0722","Electrical Permit","Expired","820 TAUROMEE AVE, KANSAS CITY KS 66101",,
"07/28/2023","ELE23-0721","Electrical Permit","Expired","2116 LOMBARDY DR, KANSAS CITY KS 66102",,
"07/28/2023","ELE23-0720","Electrical Permit","Inspections Completed","6742 RIVERVIEW AVE, KANSAS CITY KS 66102",,
"07/28/2023","RES23-0408","Residential","Issued","1400 N 29TH ST, KANSAS CITY KS 66102",,
"07/28/2023","ELE23-0719","Electrical Permit","Expired","1646 S 49TH PL, KANSAS CITY KS 66106",,
"07/27/2023","ELE23-0718","Electrical Permit","Expired","821 S 94TH ST, KANSAS CITY KS 66111",,
"07/27/2023","PLM23-0614","Plumbing Permit","Expired","5126 N 107TH ST, KANSAS CITY KS 66109",,
"07/27/2023","ELE23-0717","Electrical Permit","Expired","2227 LOWELL AVE, KANSAS CITY KS 66102",,
"07/27/2023","PLM23-0613","Plumbing Permit","Inspections Completed","1048 SANDUSKY AVE, KANSAS CITY KS 66102",,
"07/27/2023","ELE23-0716","Electrical Permit","Expired","2100 N 40TH ST, KANSAS CITY KS 66104",,
"07/27/2023","ELE23-0715","Electrical Permit","Void","4300 DELAVAN AVE, KANSAS CITY KS 66104",,
"07/27/2023","RES23-0407","Residential","Closed","1228 EVERETT AVE, KANSAS CITY KS 66102",,
"07/27/2023","MEC23-0348","Mechanical Permit","Expired","4338 OAKLAND AVE, KANSAS CITY KS 66102",,
"07/27/2023","MEC23-0347","Mechanical Permit","Expired","4601 N 122ND ST, KANSAS CITY KS 66109",,
"07/27/2023","ELE23-0714","Electrical Permit","Expired","127 N 80TH TER, KANSAS CITY KS 66111",,
"07/27/2023","RES23-0406","Residential","Inspections Completed","8235 SPLITLOG AVE, KANSAS CITY KS 66112",,
"07/27/2023","MEC23-0346","Mechanical Permit","Expired","2407 DELAVAN AVE, KANSAS CITY KS 66104",,
"07/27/2023","PLM23-0612","Plumbing Permit","Expired","3301 WOOD AVE, KANSAS CITY KS 66102",,
"07/27/2023","MEC23-0345","Mechanical Permit","Expired","2118 N 40TH ST, KANSAS CITY KS 66104",,
"07/27/2023","MEC23-0344","Mechanical Permit","Expired","2634 S 51ST ST, KANSAS CITY KS 66106",,
"07/27/2023","MEC23-0343","Mechanical Permit","Expired","3238 N 34TH ST, KANSAS CITY KS 66104",,
"07/27/2023","MEC23-0342","Mechanical Permit","Expired","3615 VICTORIA DR, KANSAS CITY KS 66106",,
"07/27/2023","MEC23-0341","Mechanical Permit","Expired","7402 OSAGE AVE, KANSAS CITY KS 66111",,
"07/27/2023","RES23-0405","Residential","Expired","2924 N 72ND ST, KANSAS CITY KS 66109",,
"07/27/2023","MEC23-0340","Mechanical Permit","Expired","1854 ARMSTRONG AVE, KANSAS CITY KS 66102",,
"07/27/2023","COM23-0089","Commercial","Inspections Completed","3301 WOOD AVE, KANSAS CITY KS 66102",,
"07/27/2023","MEC23-0339","Mechanical Permit","Expired","2717 S 49TH ST, KANSAS CITY KS 66106",,
"07/27/2023","ROOF23-0028","Re-Roof","Expired","1816 ROWLAND AVE, KANSAS CITY KS 66104",,
"07/27/2023","MEC23-0338","Mechanical Permit","Expired","10930 ROWLAND AVE, KANSAS CITY KS 66109",,
"07/27/2023","PLM23-0611","Plumbing Permit","Expired","5926 CERNECH RD, KANSAS CITY KS 66104",,
"07/27/2023","ELE23-0713","Electrical Permit","Expired","200 S JAMES ST, KANSAS CITY KS 66118",,
"07/27/2023","ELE23-0712","Electrical Permit","Expired","7724 WEBSTER AVE, KANSAS CITY KS 66109",,
"07/27/2023","COM23-0088","Commercial","Pending","1024 MCALPINE AVE, KANSAS CITY KS 66105",,
"07/26/2023","PLM23-0610","Plumbing Permit","Expired","2300 N 38TH ST, KANSAS CITY KS 66104",,
"07/26/2023","ELE23-0711","Electrical Permit","Expired","2300 N 38TH ST, KANSAS CITY KS 66104",,
"07/26/2023","ELE23-0710","Electrical Permit","Expired","2931 N 74TH ST, KANSAS CITY KS 66109",,
"07/26/2023","SOL23-0076","Residential Solar Permit","Expired","2931 N 74TH ST, KANSAS CITY KS 66109",,
"07/26/2023","RES23-0404","Residential","Expired","4174 CAMBRIDGE ST, KANSAS CITY KS 66103",,
"07/26/2023","RES23-0403","Residential","Expired","2726 N 109TH TER, KANSAS CITY KS 66109",,
"07/26/2023","RES23-0402","Residential","Issued","2304 N 64TH ST, KANSAS CITY KS 66104",,
"07/26/2023","RES23-0401","Residential","Expired","2215 N 49TH ST, KANSAS CITY KS 66104",,
"07/26/2023","RES23-0400","Residential","Issued","2041 S 10TH TER, KANSAS CITY KS 66103",,
"07/26/2023","RES23-0399","Residential","Expired","1811 WASHINGTON BLVD, KANSAS CITY KS 66102",,
"07/26/2023","MEC23-0337","Mechanical Permit","Expired","1319 N 63RD TER, KANSAS CITY KS 66102",,
"07/26/2023","RES23-0398","Residential","Expired","1324 S 80TH ST, KANSAS CITY KS 66111",,
"07/26/2023","RES23-0397","Residential","Expired","935 SHAWNEE RD, KANSAS CITY KS 66103",,
"07/26/2023","OCC23-0077","Business Occupancy","Expired","1313 QUINDARO BLVD, KANSAS CITY KS 66104",,
"07/26/2023","RES23-0396","Residential","Expired","2915 W 46TH AVE, KANSAS CITY KS 66103",,
"07/26/2023","ELE23-0709","Electrical Permit","Issued","2205 N 49TH ST, KANSAS CITY KS 66104",,
"07/26/2023","PLM23-0609","Plumbing Permit","Issued","2205 N 49TH ST, KANSAS CITY KS 66104",,
"07/26/2023","POOL23-0013","Pool-Spa","Inspections Completed","13626 POLFER RD, KANSAS CITY KS 66109",,
"07/26/2023","ROOF23-0027","Re-Roof","Expired","1214 NEBRASKA AVE, KANSAS CITY KS 66102",,
"07/26/2023","NSF23-0068","New Single Family","Issued","1042 OAKLAND AVE, KANSAS CITY KS",,
"07/26/2023","NSF23-0067","New Single Family","Issued","1038 OAKLAND AVE, KANSAS CITY KS 66102","NEW DUPLEX",
"07/26/2023","BSR23-0138","Stop Work Order","Closed","2622 N 38TH ST, KANSAS CITY KS 66104",,
"07/26/2023","ELE23-0708","Electrical Permit","Expired","1821 N 27TH ST, KANSAS CITY KS 66104",,
"07/26/2023","PLM23-0608","Plumbing Permit","Expired","2229 N 64TH ST, KANSAS CITY KS 66104",,
"07/26/2023","NSF23-0066","New Single Family","Issued","1034 OAKLAND AVE, KANSAS CITY","NEW DUPLEX",
"07/26/2023","NSF23-0065","New Single Family","Issued","1030 OAKLAND AVE, KANSAS CITY KS 66102","NEW DUPLEX",
"07/26/2023","RES23-0395","Residential","Expired","2559 W 46TH AVE, KANSAS CITY KS 66103",,
"07/26/2023","NSF23-0064","New Single Family","Revise and Resubmit","1026 OAKLAND AVE, KANSAS CITY KS 66102",,
"07/26/2023","RES23-0394","Residential","Expired","1723 N 25TH ST, KANSAS CITY KS 66102",,
"07/26/2023","NSF23-0063","New Single Family","Revise and Resubmit","923 N 90TH ST, KANSAS CITY KS 66112",,
"07/26/2023","NSF23-0062","New Single Family","Inspections Completed","4135 BOOTH ST, KANSAS CITY KS 66103",,
"07/26/2023","NSF23-0061","New Single Family","Inspections Completed","12821 HUBBARD RD, KANSAS CITY KS 66109",,
"07/26/2023","GRD23-0047","Grading-Excavation","Elec Approved As Noted","12937 SLOAN AVE, KANSAS CITY KS 66109",,
"07/26/2023","NSF23-0060","New Single Family","Inspections Completed","12937 SLOAN AVE, KANSAS CITY KS 66109",,
"07/26/2023","GRD23-0046","Grading-Excavation","Issued","12913 SLOAN AVE, KANSAS CITY KS 66109",,
"07/26/2023","NSF23-0059","New Single Family","Inspections Completed","12913 SLOAN AVE, KANSAS CITY KS 66109",,
"07/26/2023","ELE23-0707","Electrical Permit","Expired","555 N 78TH ST, KANSAS CITY KS 66112",,
"07/25/2023","PLM23-0607","Plumbing Permit","Inspections Completed","4312 BOOTH ST, KANSAS CITY KS 66103",,
"07/25/2023","COM23-0087","Commercial","Expired","4326 MISSION RD, KANSAS CITY KS 66103",,
"07/25/2023","COM23-0086","Commercial","Inspections Completed","1212 MINNESOTA AVE, KANSAS CITY KS 66102",,
"07/25/2023","RES23-0393","Residential","Issued","3419 N 40TH ST, KANSAS CITY KS 66104",,
"07/25/2023","PLM23-0606","Plumbing Permit","Expired","207 N 16TH ST, KANSAS CITY KS 66102",,
"07/25/2023","DRC23-0059","DRC","Issued","300 S 3RD ST, KANSAS CITY KS 66118",,
"07/25/2023","COM23-0085","Commercial","Issued","1912 QUINDARO BLVD, KANSAS CITY KS 66104",,
"07/25/2023","ELE23-0706","Electrical Permit","Issued","2606 N 27TH ST, KANSAS CITY KS 66104",,
"07/25/2023","ELE23-0705","Electrical Permit","Issued","2100 OSAGE AVE, KANSAS CITY KS 66105",,
"07/25/2023","ELE23-0704","Electrical Permit","Issued","1200 S 7TH ST, KANSAS CITY KS 66115",,
"07/25/2023","ELE23-0703","Electrical Permit","Expired","2320 N 37TH ST, KANSAS CITY KS 66104",,
"07/25/2023","OCC23-0076","Business Occupancy","Expired","8055 STATE AVE, KANSAS CITY KS 66112",,
"07/25/2023","ELE23-0702","Electrical Permit","Expired","3109 SHEARER RD, KANSAS CITY KS 66106",,
"07/25/2023","PLM23-0605","Plumbing Permit","Expired","5130 HAGEMANN ST, KANSAS CITY KS 66106",,
"07/25/2023","BSR23-0137","Stop Work Order","Closed","1816 ROWLAND AVE, KANSAS CITY KS 66104",,
"07/25/2023","ROOF23-0026","Re-Roof","Expired","3626 OAK AVE, KANSAS CITY KS 66104",,
"07/25/2023","PDEMO23-0033","Private Demolition","Issued","822 N 49TH ST, KANSAS CITY KS 66102",,
"07/25/2023","SRE23-0161","Safe to Restore Electric","Expired","7929 LEAVENWORTH RD, KANSAS CITY KS 66109",,
"07/25/2023","SRE23-0160","Safe to Restore Electric","Not Approved","201 S 8TH ST, KANSAS CITY KS 66101",,
"07/25/2023","SRE23-0159","Safe to Restore Electric","Expired","6025 KANSAS AVE, B, KANSAS CITY KS 66111",,
"07/25/2023","SRE23-0158","Safe to Restore Electric","Open","1421 MERRIAM LN, KANSAS CITY KS 66103",,
"07/25/2023","SRE23-0157","Safe to Restore Electric","Expired","2610 S 40TH TER, KANSAS CITY KS 66106",,
"07/24/2023","ROOF23-0025","Re-Roof","Expired","2710 N ALLIS ST, KANSAS CITY KS 66101",,
"07/24/2023","MEC23-0336","Mechanical Permit","Expired","11007 NORTHRIDGE DR, KANSAS CITY KS 66109",,
"07/24/2023","PLM23-0604","Plumbing Permit","Expired","5428 HASKELL AVE, KANSAS CITY KS 66104",,
"07/24/2023","MEC23-0335","Mechanical Permit","Inspections Completed","2606 N 43RD ST, KANSAS CITY KS 66104",,
"07/24/2023","ELE23-0701","Electrical Permit","Inspections Completed","2606 N 43RD ST, KANSAS CITY KS 66104",,
"07/24/2023","PLM23-0603","Plumbing Permit","Inspections Completed","2606 N 43RD ST, KANSAS CITY KS 66104",,
"07/24/2023","MEC23-0334","Mechanical Permit","Expired","2038 S 49TH ST, KANSAS CITY KS 66106",,
"07/24/2023","PLM23-0602","Plumbing Permit","Expired","4628 LAFAYETTE AVE, KANSAS CITY KS 66104",,
"07/24/2023","PLM23-0601","Plumbing Permit","Expired","3841 N 74TH ST, KANSAS CITY KS 66109",,
"07/24/2023","MEC23-0333","Mechanical Permit","Expired","7026 GEORGIA AVE, KANSAS CITY KS 66109",,
"07/24/2023","PLM23-0600","Plumbing Permit","Expired","8434 SANDUSKY AVE, KANSAS CITY KS 66112",,
"07/24/2023","MEC23-0332","Mechanical Permit","Expired","7816 ELIZABETH AVE, KANSAS CITY KS 66112",,
"07/24/2023","MEC23-0331","Mechanical Permit","Expired","2929 S 46TH ST, KANSAS CITY KS 66106",,
"07/24/2023","MEC23-0330","Mechanical Permit","Expired","6605 EVERETT AVE, KANSAS CITY KS 66102",,
"07/24/2023","OCC23-0075","Business Occupancy","Expired","6900 STATE AVE, KANSAS CITY KS 66102",,
"07/24/2023","PLM23-0599","Plumbing Permit","Inspections Completed","12747 WALKER AVE, KANSAS CITY KS 66109",,
"07/24/2023","PLM23-0598","Plumbing Permit","Expired","2917 S 52ND TER, KANSAS CITY KS 66106",,
"07/24/2023","PLM23-0597","Plumbing Permit","Expired","24 N THORPE ST, KANSAS CITY KS 66102",,
"07/24/2023","PLM23-0596","Plumbing Permit","Expired","6508 SEARS DR, KANSAS CITY KS 66102",,
"07/24/2023","PLM23-0595","Plumbing Permit","Expired","626 S 74TH TER, KANSAS CITY KS 66111",,
"07/24/2023","RES23-0392","Residential","Issued","3355 N 115TH ST, KANSAS CITY KS 66109",,
"07/24/2023","PLM23-0594","Plumbing Permit","Expired","1740 N 80TH ST, KANSAS CITY KS 66112",,
"07/24/2023","RES23-0391","Residential","Issued","2205 N 49TH ST, KANSAS CITY KS 66104",,
"07/24/2023","PLM23-0593","Plumbing Permit","Expired","7827 FREEMAN AVE, KANSAS CITY KS 66112",,
"07/24/2023","MEC23-0329","Mechanical Permit","Expired","1866 N 31ST ST, KANSAS CITY KS 66104",,
"07/24/2023","PLM23-0592","Plumbing Permit","Expired","5531 PARKVIEW AVE, KANSAS CITY KS 66104",,
"07/24/2023","MEC23-0328","Mechanical Permit","Expired","1342 GEORGIA AVE, KANSAS CITY KS 66104",,
"07/24/2023","BSR23-0136","Stop Work Order","Closed","1001 N WASHINGTON BLVD, KANSAS CITY KS 66102",,
"07/24/2023","MEC23-0327","Mechanical Permit","Expired","925 N 84TH DR, KANSAS CITY KS 66112",,
"07/24/2023","MEC23-0326","Mechanical Permit","Expired","809 N 82ND TER, KANSAS CITY KS 66112",,
"07/24/2023","MEC23-0325","Mechanical Permit","Expired","719 N 61ST TER, KANSAS CITY KS 66102",,
"07/24/2023","ROOF23-0024","Re-Roof","Expired","5 S 27TH ST, KANSAS CITY KS 66102",,
"07/24/2023","RES23-0390","Residential","Expired","3440 N 33RD TER, KANSAS CITY KS 66104",,
"07/24/2023","RES23-0389","Residential","Inspections Completed","4603 FREEMAN AVE, KANSAS CITY KS 66102",,
"07/24/2023","SRE23-0156","Safe to Restore Electric","Expired","3024 N 34TH ST, KANSAS CITY KS 66104",,
"07/21/2023","ELE23-0700","Electrical Permit","Expired","88 S 17TH ST, KANSAS CITY KS 66102",,
"07/21/2023","ELE23-0699","Electrical Permit","Issued","1035 MINNESOTA AVE, KANSAS CITY KS 66101",,
"07/21/2023","ELE23-0698","Electrical Permit","Expired","1318 N 29TH ST, KANSAS CITY KS 66102",,
"07/21/2023","ELE23-0697","Electrical Permit","Expired","1832 N 18TH ST, KANSAS CITY KS 66104",,
"07/21/2023","PLM23-0591","Plumbing Permit","Expired","802 OHIO AVE, KANSAS CITY KS 66101",,
"07/21/2023","PLM23-0590","Plumbing Permit","Expired","8247 ELLA AVE, KANSAS CITY KS 66112",,
"07/21/2023","PLM23-0589","Plumbing Permit","Issued","1035 MINNESOTA AVE, KANSAS CITY KS 66101",,
"07/21/2023","ELE23-0696","Electrical Permit","Inspections Completed","2904 WAVERLY AVE, KANSAS CITY KS 66104",,
"07/21/2023","ELE23-0695","Electrical Permit","Expired","3519 LONGWOOD AVE, KANSAS CITY KS 66104",,
"07/21/2023","PLM23-0588","Plumbing Permit","Issued","244 S 14TH ST, KANSAS CITY KS 66102",,
"07/21/2023","PLM23-0587","Plumbing Permit","Expired","1524 N 26TH ST, KANSAS CITY KS 66102",,
"07/21/2023","RES23-0388","Residential","Issued","4200 N 123RD TER, KANSAS CITY KS 66109",,
"07/21/2023","ELE23-0694","Electrical Permit","Expired","1000 OSAGE AVE, KANSAS CITY KS 66105",,
"07/21/2023","POOL23-0012","Pool-Spa","Expired","2537 N 109TH ST, KANSAS CITY KS 66109",,
"07/21/2023","RES23-0387","Residential","Issued","3169 CLEVELAND AVE, KANSAS CITY KS 66104",,
"07/21/2023","ELE23-0693","Electrical Permit","Inspections Completed","630 SPLITLOG AVE, KANSAS CITY KS 66101",,
"07/21/2023","ELE23-0692","Electrical Permit","Void","2704 N 30TH ST, KANSAS CITY KS 66104",,
"07/21/2023","RES23-0386","Residential","Issued","1200 N 28TH ST, KANSAS CITY KS 66102",,
"07/21/2023","RES23-0385","Residential","Inspections Completed","3330 N 128TH TER, KANSAS CITY KS 66109",,
"07/21/2023","RES23-0384","Residential","Issued","6238 TROUP AVE, KANSAS CITY KS 66102",,
"07/21/2023","MEC23-0324","Mechanical Permit","Expired","612 S 10TH ST, KANSAS CITY KS 66105",,
